producto,marca,formato,cantidad,precio,supermercado,categoria
Chocolate negro 85% cacao extrafino y edulcorante  0% azúcares añadidos,Hacendado,Tableta,100 g,1.5,Mercadona,"Miel, caramelos y chocolate"
Chocolate negro 70% cacao fundir  0% azúcares añadidos,Hacendado,Tableta,200 g,2.4,Mercadona,"Miel, caramelos y chocolate"
99% cacao negro,Hacendado,Tableta,100 g,1.8,Mercadona,"Miel, caramelos y chocolate"
Chocolate negro 55% cacao,Hacendado,Tableta,150 g,1.05,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche classic,Hacendado,Tableta,150 g,1.05,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche extrafino,Nestlé,Tableta,125 g,1.4,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche,Oreo Milka,Tableta,100 g,1.55,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche,Milka,Tableta,150 g,1.55,Mercadona,"Miel, caramelos y chocolate"
Chocolate extrafino con leche  almendras enteras,Hacendado,Tableta,200 g,1.45,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche  almendras enteras,Valor,Tableta,250 g,3.45,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche  avellanas troceadas,Hacendado,Tableta,150 g,1.15,Mercadona,"Miel, caramelos y chocolate"
Chocolate extrafino con leche  0% azúcares añadidos,Hacendado,Tableta,125 g,1.25,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche caramelo,Milka,Tableta,100 g,1.55,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche  almendras enteras,Valor,Tableta,150 g,3.25,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche  galleta,Milka,Tableta,300 g,3.5,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche  almendras troceadas,Hacendado,Tableta,150 g,1.15,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche Fussion  relleno crema de fresa,Hacendado,Tableta,110 g,1.05,Mercadona,"Miel, caramelos y chocolate"
Fideos de chocolate,Hacendado,Paquete,100 g,1.45,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche fundir,Hacendado,Tableta,200 g,1.6,Mercadona,"Miel, caramelos y chocolate"
"Chocolate con leche Fussion  relleno cremoso, avellanas y barquillo crujiente",Hacendado,Tableta,100 g,1.05,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche Fussion  relleno de galleta caramelizada,Hacendado,Tableta,110 g,1.05,Mercadona,"Miel, caramelos y chocolate"
Chocolate extrafino con leche Fussion  con galletas animadas,Hacendado,Tarrina,125 g,1.15,Mercadona,"Miel, caramelos y chocolate"
Chocolate blanco,Hacendado,Tableta,100 g,0.75,Mercadona,"Miel, caramelos y chocolate"
Chocolate blanco fundir,Hacendado,Tableta,200 g,1.6,Mercadona,"Miel, caramelos y chocolate"
Chocolate blanco Fussion  galletas al cacao,Hacendado,Tableta,100 g,1.0,Mercadona,"Miel, caramelos y chocolate"
Chocolate blanco Fussion  relleno con cremoso de coco y almendras troceadas,Hacendado,Tableta,100 g,1.05,Mercadona,"Miel, caramelos y chocolate"
Barritas de barquillo  bañadas de chocolate con leche,Huesitos,Paquete,10 ud. (200 g),2.45,Mercadona,"Miel, caramelos y chocolate"
Barritas de chocolate con leche  rellenas de leche,Hacendado,Paquete,16 ud. (200 g),1.95,Mercadona,"Miel, caramelos y chocolate"
Barritas de barquillo  bañadas de chocolate con leche,Kit-Kat,Paquete,5 ud. (208 g),3.0,Mercadona,"Miel, caramelos y chocolate"
Barritas de barquillo,Tokke original,Paquete,3 ud. (141 g),1.3,Mercadona,"Miel, caramelos y chocolate"
Disquitos  de chocolate con leche coloreados,Pintarolas,Paquete,200 g,1.5,Mercadona,"Miel, caramelos y chocolate"
Cacahuetes  chocolate negro,Hacendado,Paquete,250 g,2.0,Mercadona,"Miel, caramelos y chocolate"
Cacahuetes  chocolate con leche,Hacendado,Paquete,250 g,2.0,Mercadona,"Miel, caramelos y chocolate"
Barritas de galleta y caramelo  bañadas de chocolate con leche,Hacendado,Paquete,5 ud. (200 g),1.5,Mercadona,"Miel, caramelos y chocolate"
Cacahuetes Chocoiris  bañados de chocolate con leche coloreados,Hacendado,Paquete,180 g,1.75,Mercadona,"Miel, caramelos y chocolate"
Huevos de chocolate  dibujo,Hacendado,Paquete,3 ud. x 20 g,1.65,Mercadona,"Miel, caramelos y chocolate"
Huevos de chocolate  dibujo,Hacendado,Paquete,3 ud. x 20 g,1.65,Mercadona,"Miel, caramelos y chocolate"
Huevo de chocolate,Hacendado,Paquete,50 g,1.4,Mercadona,"Miel, caramelos y chocolate"
Huevo crema al cacao,Hacendado,Paquete,25 g,1.25,Mercadona,"Miel, caramelos y chocolate"
"Bolas de cereal bañadas  de chocolate negro, con leche y blanco",Hacendado,Paquete,200 g,2.15,Mercadona,"Miel, caramelos y chocolate"
Barritas de barquillo  con relleno de avellana cubiertas de chocolate con leche,Hacendado,Paquete,6 ud. (135 g),1.5,Mercadona,"Miel, caramelos y chocolate"
"Barritas Peanuts bañadas de chocolate con leche y rellenas con caramelo, cacahuetes tostados y crema azucarada",Hacendado,Paquete,6 ud. (216 g),1.75,Mercadona,"Miel, caramelos y chocolate"
"Surtido bombones  de chocolate con avellana, fondant, praliné y almendra",Senzza,Paquete,470 g,4.3,Mercadona,"Miel, caramelos y chocolate"
Bombones cereza al licor  con chocolate negro,Hacendado,Paquete,150 g,1.9,Mercadona,"Miel, caramelos y chocolate"
Surtido bombones Caja Roja,Nestlé,Caja,22 ud. (200 g),6.3,Mercadona,"Miel, caramelos y chocolate"
Surtido bombones  de chocolate negro 70%,Senzza,Paquete,16 ud. (180 g),2.25,Mercadona,"Miel, caramelos y chocolate"
Bombones delicias de avellana Delizze,Hacendado,Caja,16 ud. (216 g),3.7,Mercadona,"Miel, caramelos y chocolate"
Surtido bombones,La Boutique del Praliné,Caja,20 ud. (205 g),3.75,Mercadona,"Miel, caramelos y chocolate"
Crema al cacao con avellanas,Hacendado,Bote,500 g,1.95,Mercadona,"Miel, caramelos y chocolate"
Crema de avellanas y cacao,Hacendado,Bote,400 g,2.4,Mercadona,"Miel, caramelos y chocolate"
Crema al cacao con avellanas,Nutella,Tarro,350 g,3.69,Mercadona,"Miel, caramelos y chocolate"
Crema al cacao con avellanas  original,Nocilla,Tarro,360 g,3.65,Mercadona,"Miel, caramelos y chocolate"
Dulce de leche,Chimbote,Tarro,430 g,2.71,Mercadona,"Miel, caramelos y chocolate"
Crema al cacao con avellanas  de 2 sabores,Hacendado,Bote,500 g,1.95,Mercadona,"Miel, caramelos y chocolate"
Crema al cacao y leche con avellanas,Nocilla,Tarro,360 g,3.65,Mercadona,"Miel, caramelos y chocolate"
Crema de cacahuete 100% Crunchy,Hacendado,Tarro,500 g,2.95,Mercadona,"Miel, caramelos y chocolate"
Crema de cacahuete 100%,Hacendado,Tarro,500 g,2.95,Mercadona,"Miel, caramelos y chocolate"
Café molido mezcla,Cafetería,Bolsa,2 x 250 g,3.5,Dia,Café e infusiones
Café molido natural,Cafetería,Bolsa,2 x 250 g,3.7,Dia,Café e infusiones
Café soluble natural,Nescafé,Frasco,200 g,6.65,Dia,Café e infusiones
Café en cápsulas espresso intenso  Dolce Gusto,Nescafé,Caja,16 unidades,4.25,Dia,Café e infusiones
Café con leche en cápsulas  Dolce Gusto,Nescafé,Caja,16 unidades,4.25,Dia,Café e infusiones
Café en cápsulas espresso intenso,Arom'arte,Caja,20 unidades,3.79,Dia,Café e infusiones
Café soluble clásico,Cafetería,Frasco,200 g,3.05,Dia,Café e infusiones
Café en cápsulas espresso Colombia,L'Or,Caja,20 unidades,8.95,Dia,Café e infusiones
Café molido natural,Bonka,Paquete,250 g,3.19,Dia,Café e infusiones
Café en cápsulas espresso fuerte,Saimaza,Caja,20 unidades,4.99,Dia,Café e infusiones
Café soluble descafeinado,Cafetería,Frasco,200 g,3.55,Dia,Café e infusiones
Café molido mezcla,Saimaza,Bolsa,250 g,2.95,Dia,Café e infusiones
Café con leche en cápsulas,Cafetería,Caja,16 unidades,3.49,Dia,Café e infusiones
Café molido mezcla descafeinado,Cafetería,Paquete,250 g,1.85,Dia,Café e infusiones
Café molido natural descafeinado,Cafetería,Paquete,250 g,1.85,Dia,Café e infusiones
Café molido mezcla gran aroma,Marcilla,Bolsa,250 g,3.45,Dia,Café e infusiones
Café molido mezcla intensa,La estrella,Bolsa,250 g,2.75,Dia,Café e infusiones
Café en cápsulas espresso extra intenso,Arom'arte,Caja,20 unidades,3.79,Dia,Café e infusiones
Café en cápsulas intenso,Cafetería,Caja,16 unidades,3.49,Dia,Café e infusiones
Café molido natural,Saimaza,Bolsa,250 g,2.95,Dia,Café e infusiones
Café en cápsulas espresso descafeinado,Arom'arte,Caja,20 unidades,3.79,Dia,Café e infusiones
Café en cápsulas espresso fortissimo,Arom'arte,Caja,20 unidades,3.79,Dia,Café e infusiones
Café soluble cappuccino,Nescafé,Bote,250 g,4.49,Dia,Café e infusiones
Café molido natural Colombia,Arom'arte,Bolsa,250 g,3.95,Dia,Café e infusiones
Café soluble liofilizado aroma,Cafetería,Frasco,100 g,2.99,Dia,Café e infusiones
Café soluble natural,Nescafé,Bolsa,75 g,2.75,Dia,Café e infusiones
Café molido mezcla créme express,Marcilla,Bolsa,250 g,3.99,Dia,Café e infusiones
Café molido natural créme express,Marcilla,Bolsa,250 g,3.99,Dia,Café e infusiones
Café soluble descafeinado,Nescafé,Bolsa,75 g,2.75,Dia,Café e infusiones
Café en cápsulas South Asia  Farmers Origins,Nescafé,Caja,10 unidades,3.69,Dia,Café e infusiones
Café en cápsulas Andes  Farmers Origins,Nescafé,Caja,10 unidades,3.69,Dia,Café e infusiones
Café en cápsulas espresso intenso descafeinado  Dolce Gusto,Nescafé,Caja,30 unidades,7.75,Dia,Café e infusiones
Café en cápsulas espresso sontuoso,L'Or,Caja,20 unidades,7.89,Dia,Café e infusiones
Café molido mezcla,Saimaza,Bolsa,500 g,5.75,Dia,Café e infusiones
Café molido ecológico suave,Mascaf,Bolsa,250 g,2.95,Dia,Café e infusiones
Café en grano especial,Mascaf,Bolsa,1 Kg,7.99,Dia,Café e infusiones
Café en cápsulas espresso arábica,Segafredo,Caja,10 unidades,3.69,Dia,Café e infusiones
Café en cápsulas espresso clásico,Segafredo,Caja,10 unidades,3.69,Dia,Café e infusiones
Café en cápsulas Brasil  Farmers Origins,Nescafé,Caja,10 unidades,3.69,Dia,Café e infusiones
Café molido natural Colombia,Marcilla,Bolsa,200 g,4.49,Dia,Café e infusiones
Café en grano natural,Marcilla,Bolsa,500 g,7.99,Dia,Café e infusiones
Café en cápsulas Colombia descafeinado  Farmers Origins,Nescafé,Caja,10 unidades,3.69,Dia,Café e infusiones
Café en cápsulas Africas  Farmers Origins,Nescafé,Caja,10 unidades,3.69,Dia,Café e infusiones
Café en cápsulas India  Farmers Origins,Nescafé,Caja,10 unidades,3.95,Dia,Café e infusiones
Café en cápsulas espresso Colombia,Arom'arte,Caja,10 unidades,2.09,Dia,Café e infusiones
Café en cápsulas espresso Brasil,Arom'arte,Caja,10 unidades,2.09,Dia,Café e infusiones
Café en cápsulas espresso ristretto,Arom'arte,Caja,20 unidades,3.79,Dia,Café e infusiones
Café en cápsulas espresso ristretto descafeinado,L'Or,Caja,20 unidades,7.89,Dia,Café e infusiones
Café en cápsulas espresso roast,Starbucks,Caja,10 unidades,4.25,Dia,Café e infusiones
Café en cápsulas espresso ristretto,Marcilla,Caja,20 unidades,5.99,Dia,Café e infusiones
Café en cápsulas espresso intenso,Marcilla,Caja,20 unidades,5.99,Dia,Café e infusiones
Café en cápsulas espresso descafeinado,Marcilla,Caja,20 unidades,5.99,Dia,Café e infusiones
Café con leche en cápsulas  Dolce Gusto,Nescafé,Caja,30 unidades,7.75,Dia,Café e infusiones
Café molido natural,Marcilla,Bolsa,500 g,6.39,Dia,Café e infusiones
Café en cápsulas espresso ristretto,L'Or,Caja,20 unidades,7.89,Dia,Café e infusiones
Café en cápsulas espresso descafeinado,Saimaza,Caja,20 unidades,4.99,Dia,Café e infusiones
Café con leche en cápsulas intenso  Dolce Gusto,Nescafé,Caja,16 unidades,4.89,Dia,Café e infusiones
Café en cápsulas espresso ristretto,L'Or,Caja,10 unidades,3.99,Dia,Café e infusiones
Café en cápsulas espresso Colombia,L'Or,Caja,10 unidades,4.49,Dia,Café e infusiones
Café en cápsulas espresso onyx,L'Or,Caja,10 unidades,4.09,Dia,Café e infusiones
Café en cápsulas espresso ristretto descafeinado,L'Or,Caja,10 unidades,3.99,Dia,Café e infusiones
Café en cápsulas espresso sontuoso,L'Or,Caja,10 unidades,3.99,Dia,Café e infusiones
Café soluble descafeinado,Nescafé,Frasco,200 g,6.65,Dia,Café e infusiones
Café soluble descafeinado,Cafetería,Frasco,100 g,2.15,Dia,Café e infusiones
Café con leche en cápsulas,Marcilla,Caja,16 unidades,5.99,Dia,Café e infusiones
Café en cápsulas espresso,Marcilla,Caja,16 unidades,5.29,Dia,Café e infusiones
Café en cápsulas lungo,L'Or,Caja,16 unidades,6.59,Dia,Café e infusiones
Café molido mezcla intensa,La estrella,Bolsa,2 x 250 g,4.95,Dia,Café e infusiones
Café molido natural,Toscaf,Bolsa,250 g,2.65,Dia,Café e infusiones
Café molido natural intenso,Toscaf,Bolsa,250 g,2.65,Dia,Café e infusiones
Café en cápsulas lungo,Cafetería,Caja,16 unidades,3.49,Dia,Café e infusiones
Café con leche en cápsulas descafeinado  Dolce Gusto,Nescafé,Caja,16 unidades,4.89,Dia,Café e infusiones
Café molido mezcla gran aroma,Marcilla,Bolsa,500 g,6.39,Dia,Café e infusiones
Café en cápsulas ristretto  Dolce Gusto,Nescafé,Caja,16 unidades,4.89,Dia,Café e infusiones
Café molido natural descafeinado,Saimaza,Paquete,250 g,3.39,Dia,Café e infusiones
Café molido natural descafeinado gran aroma,Marcilla,Caja,200 g,3.99,Dia,Café e infusiones
Café molido mezcla descafeinado,Marcilla,Caja,200 g,3.99,Dia,Café e infusiones
Cereales solubles ecológicos,Eko,Bote,150 g,3.59,Dia,Café e infusiones
Café soluble crema,Cafetería,Frasco,100 g,2.89,Dia,Café e infusiones
Café cortado en cápsulas,Cafetería,Caja,16 unidades,3.49,Dia,Café e infusiones
Café en cápsulas descafeinado,Cafetería,Caja,16 unidades,3.49,Dia,Café e infusiones
Café en cápsulas grande intenso  Dolce Gusto,Nescafé,Caja,16 unidades,4.89,Dia,Café e infusiones
Café molido mezcla descafeinado,La estrella,Paquete,250 g,3.59,Dia,Café e infusiones
Café molido natural crema e gusto,Lavazza,Bolsa,250 g,3.45,Dia,Café e infusiones
Café soluble natural,Nescafé,Frasco,100 g,4.3,Dia,Café e infusiones
Café soluble descafeinado,Nescafé,Caja,20 g,1.2,Dia,Café e infusiones
Café soluble descafeinado,Nescafé,Frasco,100 g,4.3,Dia,Café e infusiones
Café en cápsulas ristretto bonka  Dolce Gusto,Nescafé,Caja,16 unidades,4.89,Dia,Café e infusiones
Café en cápsulas fuerte gran aroma,Marcilla,Caja,28 unidades,4.85,Dia,Café e infusiones
Café molido natural,Lavazza,Bolsa,250 g,4.25,Dia,Café e infusiones
Café cappuccino,Cafetería,Caja,125 g,1.9,Dia,Café e infusiones
Café molido natural gran aroma,Marcilla,Bolsa,250 g,3.45,Dia,Café e infusiones
Café soluble,Nescafé,Bolsa,  180 g,2.99,Dia,Café e infusiones
Café en cápsulas cortado  Dolce Gusto,Nescafé,Caja,16 unidades,4.25,Dia,Café e infusiones
Café en grano natural,Cafetería,Bolsa,500 g,4.79,Dia,Café e infusiones
Café en grano natural,Toscaf,Bolsa,500 g,5.65,Dia,Café e infusiones
Café molido descafeinado,Bonka,Paquete,250 g,4.29,Dia,Café e infusiones
Café molido mezcla,Bonka,Paquete,250 g,3.39,Dia,Café e infusiones
Cereales solubles,Cafetería,Bote,200 g,2.75,Dia,Café e infusiones
Café en cápsulas espresso intenso descafeinado  Dolce Gusto,Nescafé,Caja,16 unidades,4.25,Dia,Café e infusiones
Refresco té al limón,Nestea,Lata,8 latas x 330 ml,7.68,Mercadona,Refrescos
Refresco té al limón,Nestea,Lata,330 ml,0.99,Mercadona,Refrescos
Refresco té al limón,Nestea,Botella,"1,5 L",1.99,Mercadona,Refrescos
Refresco té verde,Hacendado,Botella,"1,5 L",0.95,Mercadona,Refrescos
Refresco té sabor limón,Hacendado,Botella,"1,5 L",0.95,Mercadona,Refrescos
Refresco té sabor melocotón  zero,Hacendado,Botella,"1,5 L",0.95,Mercadona,Refrescos
Refresco té sabor melocotón,Hacendado,Botella,"1,5 L",0.95,Mercadona,Refrescos
Refresco té sabor limón  para diluir,Hacendado,Caja,12 sobres (36 g),1.5,Mercadona,Refrescos
Refresco té sabor melocotón  para diluir,Hacendado,Caja,12 sobres (36 g),1.5,Mercadona,Refrescos
Refresco té sabor mango  zero,Hacendado,Botella,"1,5 L",0.95,Mercadona,Refrescos
Refresco té sabor limón,Hacendado,Lata,6 latas x 330 ml,3.0,Mercadona,Refrescos
Refresco té sabor limón,Hacendado,Lata,330 ml,0.5,Mercadona,Refrescos
Refresco té sabor limón  zero,Hacendado,Botella,"1,5 L",0.95,Mercadona,Refrescos
Limonada  light sin gas,Don Simón,Botella,2 L,1.5,Mercadona,Refrescos
Refresco de naranja  sin gas,Simon Life,Botella,"1,5 L",1.85,Mercadona,Refrescos
Refresco de naranja  sin gas,Gold Spring,Botella,2 L,1.4,Mercadona,Refrescos
Refresco de naranja  sin gas,Gold Spring,Botella,4 botellas x 330 ml,1.5,Mercadona,Refrescos
Refresco fusión de frutas  cero sin gas,Gold Spring,Botella,2 L,1.4,Mercadona,Refrescos
Bebida Florida,Sunny Delight,Botella,"1,25 L",1.95,Mercadona,Refrescos
Refresco piña-coco  cero sin gas,Gold Spring,Botella,2 L,1.4,Mercadona,Refrescos
Agua de coco  100% natural,Chaokoh,Brick,1 L,2.6,Mercadona,Refrescos
Refresco sandía  cero sin gas,Gold Spring,Botella,2 L,1.4,Mercadona,Refrescos
Refresco Caribe  cero sin gas,Gold Spring,Botella,2 L,1.4,Mercadona,Refrescos
Limonada  light sin gas,Hacendado,Botella,4 botellas x 330 ml,1.5,Mercadona,Refrescos
Turrón de chocolate crujiente,Hacendado,Tableta,250 g,2.1,Mercadona,Refrescos
Turrón blando,Hacendado,Tableta,250 g,2.95,Mercadona,"Miel, caramelos y chocolate"
Turrón duro,Hacendado,Tableta,2 ud. (250 g),2.95,Mercadona,"Miel, caramelos y chocolate"
Leche entera,Dia Láctea,Brik,6 x 1 l,5.46,Dia,Leche y yogures
Leche semidesnatada,Dia Láctea,Brik,6 x 1 l,4.98,Dia,Leche y yogures
Leche desnatada,Dia Láctea,Brik,6 x 1 l,4.8,Dia,Leche y yogures
Leche entera,Central Lechera Asturiana,Brik,6 x 1 l,6.84,Dia,Leche y yogures
Leche semidesnatada,Central Lechera Asturiana,Brik,6 x 1 l,6.84,Dia,Leche y yogures
Leche desnatada,Central Lechera Asturiana,Brik,6 x 1 l,6.84,Dia,Leche y yogures
Leche entera,Pascual,Brik,6 x 1 l,7.8,Dia,Leche y yogures
Leche semidesnatada sin lactosa,Dia Láctea,Brik,6 x 1 l,5.46,Dia,Leche y yogures
Leche desnatada sin lactosa,Dia Láctea,Brik,6 x 1 l,5.28,Dia,Leche y yogures
Leche semidesnatada,Dia Láctea,Brik,1 l,0.83,Dia,Leche y yogures
Leche entera,Dia Láctea,Brik,1 l,0.91,Dia,Leche y yogures
Leche semidesnatada sin lactosa,Dia Láctea,Brik,1 l,0.91,Dia,Leche y yogures
Leche desnatada,Dia Láctea,Brik,1 l,0.8,Dia,Leche y yogures
Leche entera sin lactosa,Dia Láctea,Brik,6 x 1 l,5.94,Dia,Leche y yogures
Leche semidesnatada,Central Lechera Asturiana,Botella,6 x 2.2 l,14.64,Dia,Leche y yogures
Leche semidesnatada calcio,Dia Láctea,Brik,1 l,0.96,Dia,Leche y yogures
Leche fresca entera,Dia Láctea,Botella,1 l,1.05,Dia,Leche y yogures
Leche entera,Central Lechera Asturiana,Botella,6 x 1.5 l,10.68,Dia,Leche y yogures
Leche desnatada calcio,Dia Láctea,Brik,1 l,0.93,Dia,Leche y yogures
Leche entera mini,Dia Láctea,Brik,3 x 200 ml,0.79,Dia,Leche y yogures
Leche semidesnatada sin lactosa,Central Lechera Asturiana,Brik,6 x 1 l,7.8,Dia,Leche y yogures
Leche desnatada,Central Lechera Asturiana,Botella,6 x 1.5 l,10.68,Dia,Leche y yogures
Leche desnatada,Central Lechera Asturiana,Botella,1.5 l,1.78,Dia,Leche y yogures
Leche entera,Central Lechera Asturiana,Botella,1.5 l,1.78,Dia,Leche y yogures
Leche desnatada,Pascual,Brik,6 x 1 l,7.8,Dia,Leche y yogures
Leche desnatada,Pascual,Brik,1 l,1.3,Dia,Leche y yogures
Leche semidesnatada,Pascual,Brik,6 x 1 l,7.8,Dia,Leche y yogures
Leche semidesnatada,Pascual,Brik,1 l,1.3,Dia,Leche y yogures
Leche entera,Pascual,Brik,1 l,1.3,Dia,Leche y yogures
Bebida láctea crecimiento y desarrollo,Puleva,Brik,1 l,1.89,Dia,Leche y yogures
Leche en polvo,Sveltesse,Lata,600 g,8.4,Dia,Leche y yogures
Leche condensada,La lechera,Lata,740 g,3.99,Dia,Leche y yogures
Bebida láctea folic b,Flora,Brik,1 l,1.83,Dia,Leche y yogures
Leche condensada,La lechera,Lata,370 g,2.69,Dia,Leche y yogures
Leche condensada,Dia Láctea,Lata,1 Kg,3.85,Dia,Leche y yogures
Leche condensada,Dia Láctea,Bote,450 g,2.59,Dia,Leche y yogures
Leche semidesnatada,Central Lechera Asturiana,Botella,6 x 1.5 l,10.68,Dia,Leche y yogures
Leche semidesnatada,Central Lechera Asturiana,Botella,1.5 l,1.78,Dia,Leche y yogures
Leche desnatada omega,Dia Láctea,Brik,3   1 l,1.1,Dia,Leche y yogures
Leche condensada,La lechera,Bote,450 g,3.55,Dia,Leche y yogures
Leche semidesnatada,Lauki,Brik,1 l,1.15,Dia,Leche y yogures
Leche semidesnatada,Celta,Brik,1.5 l,1.49,Dia,Leche y yogures
Leche desnatada omega,Puleva,Brik,3   1 l,1.69,Dia,Leche y yogures
Leche desnatada rica en proteínas,Puleva,Brik,1 l,1.65,Dia,Leche y yogures
Bebida láctea buenas noches,Puleva,Brik,1 l,1.0,Dia,Leche y yogures
Leche semidesnatada,Pascual,Botella,1.5 l,1.79,Dia,Leche y yogures
Leche semidesnatada fibra,Central Lechera Asturiana,Brik,1 l,1.59,Dia,Leche y yogures
Leche entera calcio,Puleva,Brik,1 l,1.6,Dia,Leche y yogures
Leche fresca semidesnatada,Dia Láctea,Botella,1 l,1.04,Dia,Leche y yogures
Leche entera,Pascual,Brik,6 x 200 ml,2.81,Dia,Leche y yogures
Leche desnatada suprema,Central Lechera Asturiana,Brik,1 l,1.51,Dia,Leche y yogures
Leche entera sin lactosa,Central Lechera Asturiana,Brik,1 l,1.3,Dia,Leche y yogures
Leche evaporada sin lactosa,Ideal,Brik,525 g,2.79,Dia,Leche y yogures
Leche entera sin lactosa,Dia Láctea,Brik,1 l,0.99,Dia,Leche y yogures
Leche desnatada calcio,Puleva,Brik,1 l,1.6,Dia,Leche y yogures
Leche semidesnatada calcio,Puleva,Brik,1 l,1.6,Dia,Leche y yogures
