producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
Alimento para perros mini rico en salmón,As,Bolsa,2 Kg,6.65,Dia,Mascota,3290
Paté para perros senior rico en pollo,As,Tarrina,300 g,1.05,Dia,Mascota,3291
Snack para perros tasty bites con pollo,Pedigree,Bolsa,140 g,2.59,Dia,Mascota,3292
Alimento para perros adulto con pollo y arroz,Ultima,Bolsa,7.5 Kg,33.59,Dia,Mascota,3293
Alimento para perro active,Friskies,Bolsa,3 Kg,9.49,Dia,Mascota,3294
Paté para perros con buey e hígado,As,Tarrina,150 g,0.89,Dia,Mascota,3295
Alimento para perros senior,Ultima,Bolsa,3 Kg,15.19,Dia,Mascota,3296
Alimento para perros selección de la huerta con pollo,Cesar,Tarrina,150 g,1.29,Dia,Mascota,3297
Alimento para perros mini junior,Ultima,Bolsa,1.5 Kg,8.95,Dia,Mascota,3298
Alimento para perros mini con buey  one,Purina,Bolsa,800 g,4.99,Dia,Mascota,3299
Alimento para perros completo,Cesar,Caja,600 g,6.29,Dia,Mascota,3300
Snack para perros beef stick de caza,Vitakraft,Stick,12 g,0.65,Dia,Mascota,3301
Snack para perros con pavo,Vitakraft,Stick,12 g,0.65,Dia,Mascota,3302
Alimento para perros adultos con aves y verduras,Friskies,Bolsa,3 Kg,8.99,Dia,Mascota,3303
Alimento para perros yorkshire terrier con pollo y arroz,Ultima,Bolsa,1.5 Kg,8.95,Dia,Mascota,3304
Alimento para perros adultos con buey  Delicious,Brekkies,Bolsa,3 Kg,9.79,Dia,Mascota,3305
Paté para perros mini con buey e hígado,Pedigree,Tarrina,300 g,2.89,Dia,Mascota,3306
Alimento para perros con pollo,Cesar,Tarrina,150 g,1.69,Dia,Mascota,3307
Paté para perros senior con pollo,Cesar,Tarrina,150 g,1.69,Dia,Mascota,3308
Snack para perros funtastick sabor jamón /queso,Friskies,Bolsa,175 g,2.35,Dia,Mascota,3309
Alimento para perros junior con pollo y arroz,Ultima,Bolsa,3 Kg,15.19,Dia,Mascota,3310
Alimento para perros adultos con pollo y arroz,Ultima,Bolsa,3 Kg,13.65,Dia,Mascota,3311
Alimento para perros mini senior,Ultima,Bolsa,1.5 Kg,8.95,Dia,Mascota,3312
Snack para perros mini  Dentastix,Pedigree,Bolsa,110 g,2.29,Dia,Mascota,3313
Alimento para perros senior,As,Bolsa,3 Kg,6.15,Dia,Mascota,3314
Paté de cerdo La Piara tapa negra,Hacendado,Lata,3 latas x 87 g,3.95,Mercadona,"Conservas, caldos y cremas",3315
Paté de cerdo sabor suave,Hacendado,Lata,3 latas x 80 g,1.35,Mercadona,"Conservas, caldos y cremas",3316
Paté de cerdo con finas hierbas,Hacendado,Tarro,160 g,1.15,Mercadona,"Conservas, caldos y cremas",3317
Paté de cerdo con pimienta,Hacendado,Tarro,160 g,1.15,Mercadona,"Conservas, caldos y cremas",3318
Paté de cerdo con pimienta verde,Hacendado,Bandeja,100 g,1.45,Mercadona,"Conservas, caldos y cremas",3319
Paté de atún,Hacendado,Lata,3 latas x 80 g,2.1,Mercadona,"Conservas, caldos y cremas",3320
Paté de cerdo campaña,Hacendado,Tarro,160 g,1.15,Mercadona,"Conservas, caldos y cremas",3321
Paté de cerdo con finas hierbas,Hacendado,Bandeja,100 g,1.45,Mercadona,"Conservas, caldos y cremas",3322
Crema para untar fiambre de jamón york  sabor ahumado,Hacendado,Tarrina,160 g,1.4,Mercadona,"Conservas, caldos y cremas",3323
Paté de salmón,Hacendado,Tarro,160 g,1.15,Mercadona,"Conservas, caldos y cremas",3324
Paté de cerdo light,Hacendado,Lata,2 latas x 80 g,1.4,Mercadona,"Conservas, caldos y cremas",3325
Paté de jamón,Hacendado,Tarro,160 g,1.15,Mercadona,"Conservas, caldos y cremas",3326
Paté de anchoa,Hacendado,Tarro,160 g,1.65,Mercadona,"Conservas, caldos y cremas",3327
Paté de cerdo ibérico,Hacendado,Lata,3 latas x 80 g,1.75,Mercadona,"Conservas, caldos y cremas",3328
Paté de cerdo sabor intenso,Hacendado,Lata,3 latas x 80 g,1.75,Mercadona,"Conservas, caldos y cremas",3329
Paté de cerdo y pollo con trufa y arándanos,Hacendado,Paquete,100 g,1.85,Mercadona,"Conservas, caldos y cremas",3330
Mousse de pato,Hacendado,Bandeja,100 g,1.9,Mercadona,"Conservas, caldos y cremas",3331
Paté de cerdo  con cebolla caramelizada,Hacendado,Lata,130 g,1.55,Mercadona,"Conservas, caldos y cremas",3332
Foie gras entero de pato,Hacendado,Paquete,100 g,8.3,Mercadona,"Conservas, caldos y cremas",3333
Bloc foie gras de pato,Hacendado,Paquete,100 g,5.25,Mercadona,"Conservas, caldos y cremas",3334
Paté de cerdo sabor picante,Hacendado,Lata,2 latas x 80 g,1.85,Mercadona,"Conservas, caldos y cremas",3335
Paté de pollo asado,Hacendado,Tarro,160 g,1.15,Mercadona,"Conservas, caldos y cremas",3336
Paté de perdiz,Real Carolina,Lata,170 g,3.4,Mercadona,"Conservas, caldos y cremas",3337
Sobrasada selecta L'Illa especialidades,L`Illa,Tarrina,250 g,1.85,Mercadona,"Conservas, caldos y cremas",3338
Sobrasada ibérica L'Illa especialidades,L`Illa,Tarrina,250 g,2.25,Mercadona,"Conservas, caldos y cremas",3339
Burger de cerdo,Hacendado,Bandeja,6 ud. (540 g),3.0,Mercadona,Carne,3340
Burger de vacuno y cerdo,Hacendado,Bandeja,6 ud. (540 g),3.78,Mercadona,Carne,3341
Burger de vacuno,Hacendado,Bandeja,6 ud. (540 g),4.4,Mercadona,Carne,3342
Burger de pollo,Hacendado,Bandeja,6 ud. (540 g),3.99,Mercadona,Carne,3343
Burger de vacuno gruesas,Hacendado,Bandeja,2 ud. (360 g),3.78,Mercadona,Carne,3344
Burger de vacuno y cerdo con jamón y cebolla caramelizada,Hacendado,Bandeja,2 ud. (240 g),2.5,Mercadona,Carne,3345
Burger de pavo y espinacas,Hacendado,Bandeja,2 ud. (240 g),2.2,Mercadona,Carne,3346
Burger de pavo y pollo,Hacendado,Bandeja,6 ud. (540 g),4.11,Mercadona,Carne,3347
Mini burgers de pollo,Hacendado,Bandeja,8 ud. (280 g),2.7,Mercadona,Carne,3348
Mini burgers de vacuno y cerdo,Hacendado,Bandeja,8 ud. (280 g),2.59,Mercadona,Carne,3349
Burger de vacuno y cerdo gruesas,Hacendado,Bandeja,2 ud. (360 g),3.15,Mercadona,Carne,3350
Burger de pollo certificado gruesas alimentado con un 50% de maíz,Hacendado,Bandeja,2 ud. (360 g),3.4,Mercadona,Carne,3351
Burger de cerdo ibérico gruesas,Hacendado,Bandeja,2 ud. (360 g),3.0,Mercadona,Carne,3352
Burger de pollo y zanahoria,Hacendado,Bandeja,2 ud. (240 g),2.31,Mercadona,Carne,3353
Burger de vacuno angus gruesas,Hacendado,Bandeja,2 ud. (360 g),4.81,Mercadona,Carne,3354
Burger,Crunchy Chicken,Bandeja,2 ud. (240 g),2.05,Mercadona,Carne,3355
Hamburguesa de lomo de vacuno,Hacendado,Paquete,2 ud. (240 g),3.7,Mercadona,Carne,3356
Preparado de carne picada vacuno y cerdo,Hacendado,Bandeja,500 g,3.6,Mercadona,Carne,3357
Preparado de carne picada vacuno y cerdo,Hacendado,Bandeja,1 kg,6.5,Mercadona,Carne,3358
Preparado de carne picada cerdo,Hacendado,Bandeja,500 g,2.85,Mercadona,Carne,3359
Preparado de carne picada vacuno,Hacendado,Bandeja,500 g,3.95,Mercadona,Carne,3360
Preparado de carne picada vacuno,Hacendado,Bandeja,1 kg,7.3,Mercadona,Carne,3361
Albóndigas de cerdo,Hacendado,Bandeja,24 ud. (840 g),4.55,Mercadona,Carne,3362
Albóndigas de pollo,Hacendado,Bandeja,840 g,6.2,Mercadona,Carne,3363
Preparado de carne picada vacuno,Hacendado,Paquete,400 g,4.5,Mercadona,Carne,3364
Preparado de carne picada pollo,Hacendado,Bandeja,500 g,3.55,Mercadona,Carne,3365
Maíz dulce,Hacendado,Lata,3 latas x 140 g,1.6,Mercadona,"Conservas, caldos y cremas",3366
Maíz dulce,Hacendado,Lata,3 latas x 70 g,1.25,Mercadona,"Conservas, caldos y cremas",3367
Espárragos delgados,Hacendado,Tarro,200 g (110 g escurrido),1.55,Mercadona,"Conservas, caldos y cremas",3368
Espárragos medianos,Hacendado,Tarro,345 g (205 g escurrido),2.0,Mercadona,"Conservas, caldos y cremas",3369
Espárragos muy gruesos  enteros,Hacendado,Tarro,540 g (325 g escurrido),3.0,Mercadona,"Conservas, caldos y cremas",3370
Champiñones laminados,Hacendado,Bote,355 g (180 g escurrido),1.0,Mercadona,"Conservas, caldos y cremas",3371
Champiñón laminado,Hacendado,Lata,3 latas x 85 g,1.8,Mercadona,"Conservas, caldos y cremas",3372
Champiñón entero,Hacendado,Bote,355 g (180 g escurrido),1.45,Mercadona,"Conservas, caldos y cremas",3373
Pimientos del piquillo enteros  extra,Hacendado,Tarro,340 g (275 g escurrido),1.45,Mercadona,"Conservas, caldos y cremas",3374
Guisantes extra,Hacendado,Bote,390 g (250 g escurrido),0.78,Mercadona,"Conservas, caldos y cremas",3375
Guisantes extra,Hacendado,Lata,3 latas x 120 g,2.1,Mercadona,"Conservas, caldos y cremas",3376
Pimientos rojos asados  en tiras extra,Hacendado,Lata,3 latas x 60 g,1.35,Mercadona,"Conservas, caldos y cremas",3377
Judías verdes redondas,Hacendado,Tarro,660 g (360 g escurrido),1.3,Mercadona,"Conservas, caldos y cremas",3378
Pimientos asados en tiras,Hacendado,Bandeja,290 g,2.5,Mercadona,"Conservas, caldos y cremas",3379
Corazones de alcachofa,Hacendado,Tarro,290 g (175 g escurrido),1.9,Mercadona,"Conservas, caldos y cremas",3380
Corazones de alcachofa,Hacendado,Tarro,535 g (330 g escurrido),2.8,Mercadona,"Conservas, caldos y cremas",3381
Corazones de alcachofa,Hacendado,Bandeja,260 g,3.0,Mercadona,"Conservas, caldos y cremas",3382
Zanahoria en tiras,Hacendado,Tarro,425 g (250 g escurrido),1.25,Mercadona,"Conservas, caldos y cremas",3383
Judías verdes planas,Hacendado,Tarro,660 g (360 g escurrido),1.3,Mercadona,"Conservas, caldos y cremas",3384
Remolacha en tiras,Hacendado,Tarro,425 g (250 g escurrido),1.3,Mercadona,"Conservas, caldos y cremas",3385
Macedonia de verduras,Hacendado,Tarro,535 g (320 g escurrido),0.9,Mercadona,"Conservas, caldos y cremas",3386
Patata entera,Hacendado,Tarro,660 g (400 g escurrido),1.95,Mercadona,"Conservas, caldos y cremas",3387
Palmito al natural entero,Hacendado,Tarro,410 g (250 g escurrido),2.75,Mercadona,"Conservas, caldos y cremas",3388
Pimientos en tiras condimentados,Hacendado,Tarro,290 g (220 g escurrido),1.15,Mercadona,"Conservas, caldos y cremas",3389
Ensalada china  con mazorquitas,Hacendado,Tarro,280 g (155 g escurrido),1.2,Mercadona,"Conservas, caldos y cremas",3390
Brotes germinados,Hacendado,Tarro,275 g (150 g escurrido),1.6,Mercadona,"Conservas, caldos y cremas",3391
Habas fritas l mini baby extra,Peña Torca,Tarro,225 g (150 g escurrido),3.5,Mercadona,"Conservas, caldos y cremas",3392
Ensalada de pimientos del piquillo,Cidacos,Lata,2 latas x 180 g,2.0,Mercadona,"Conservas, caldos y cremas",3393
Espárragos delgados verdes  enteros,Hacendado,Tarro,230 g (125 g escurrido),1.7,Mercadona,"Conservas, caldos y cremas",3394
Cebolla caramelizada,Hacendado,Tarro,190 g,1.7,Mercadona,"Conservas, caldos y cremas",3395
Yemas de espárragos,Hacendado,Lata,2 latas x 100 g,2.6,Mercadona,"Conservas, caldos y cremas",3396
Menestra de verduras con aceite,Hacendado,Tarro,660 g,2.6,Mercadona,"Conservas, caldos y cremas",3397
Mazorquitas de maíz agridulce,Hacendado,Tarro,350 g (190 g escurrido),2.6,Mercadona,"Conservas, caldos y cremas",3398
Chucrut al estilo bávaro,Hengstenberg,Tarro,680 g (650 g escurrido),2.2,Mercadona,"Conservas, caldos y cremas",3399
Acelgas troceadas,Hacendado,Tarro,660 g (425 g escurrido),1.75,Mercadona,"Conservas, caldos y cremas",3400
Espárragos  blancos gruesos,Hacendado,Tarro,345 g (205 g escurrido),2.8,Mercadona,"Conservas, caldos y cremas",3401
Piña en su jugo  rodajas,Hacendado,Lata,3 latas x 140 g,2.35,Mercadona,"Conservas, caldos y cremas",3402
Piña en su jugo  rodajas,Hacendado,Bote,822 g (490 g escurrido),1.85,Mercadona,"Conservas, caldos y cremas",3403
Melocotón en almíbar,Hacendado,Bote,840 g (480 g escurrido),2.05,Mercadona,"Conservas, caldos y cremas",3404
Melocotón en almíbar,Hacendado,Lata,3 latas x 115 g,2.45,Mercadona,"Conservas, caldos y cremas",3405
Dulce de membrillo  categoría primera,Hacendado,Tarrina,450 g,1.4,Mercadona,"Conservas, caldos y cremas",3406
Melocotón light  sin azúcares añadidos,Hacendado,Bote,400 g (240 g escurrido),1.4,Mercadona,"Conservas, caldos y cremas",3407
Macedonia mix de frutas en almíbar,Hacendado,Lata,2 latas x 115 g,2.0,Mercadona,"Conservas, caldos y cremas",3408
Dulce de membrillo  0% azúcares añadidos,Hacendado,Tarrina,400 g,2.2,Mercadona,"Conservas, caldos y cremas",3409
Cabello de,Ángel Hida,Bote,520 g,2.2,Mercadona,"Conservas, caldos y cremas",3410
Pera en almíbar ligero,Hacendado,Bote,425 g (230 g escurrido),2.2,Mercadona,"Conservas, caldos y cremas",3411
Postre de manzana,Jamar,Tarro,710 g,1.9,Mercadona,"Conservas, caldos y cremas",3412
Dulce de membrillo taco,Hacendado,Paquete,250 g,2.2,Mercadona,"Conservas, caldos y cremas",3413
Vinagre de limpieza,Riojavina,Botella,1 l,1.15,Dia,Limpieza,3414
Limpiador desinfectante multiusos,Sanytol,Spray,750 ml,2.99,Dia,Limpieza,3415
Limpiador oxígeno activo,Super Paco de Dia,Botella,1 l,1.35,Dia,Limpieza,3416
Limpiador multiusos,Super Paco de Dia,Spray,1 l,1.3,Dia,Limpieza,3417
Limpiador gel baño,Super Paco de Dia,Botella,1.5 l,1.5,Dia,Limpieza,3418
Toallitas limpiadoras multiusos,Super Paco de Dia,Bolsa,80 unidades,1.99,Dia,Limpieza,3419
Limpiamuebles cuidado experto madera classic,Pronto,Spray,250 ml,2.89,Dia,Limpieza,3420
Limpiamuebles,Hechicera,Spray,400 ml,3.19,Dia,Limpieza,3421
Limpiahogar pino con bioalcohol,Super Paco de Dia,Botella,1.5 l,1.6,Dia,Limpieza,3422
Limpiahogar ph neutro,Super Paco de Dia,Botella,1.5 l,1.55,Dia,Limpieza,3423
Limpiador multiusos con lejía,Sanicentro,Spray,750 ml,2.05,Dia,Limpieza,3424
Limpiador desinfectante limpiahogar,Sanytol,Botella,1.2 l,3.19,Dia,Limpieza,3425
Alcohol de limpieza perfumado,Super Paco de Dia,Spray,300 ml,1.65,Dia,Limpieza,3426
Desinfectante multiusos gerpostar plus,Asevi,Botella,750 ml,2.55,Dia,Limpieza,3427
Limpiador baño,Don Limpio,Botella,1.3 l,3.99,Dia,Limpieza,3428
Limpiador multiusos aroma lavanda,Ajax,Botella,1.25 l,2.69,Dia,Limpieza,3429
Limpiador multiusos,Sanicentro,Spray,750 ml,2.29,Dia,Limpieza,3430
Limpiador suciedad humedad,Cillit bang,Spray,750 ml,5.05,Dia,Limpieza,3431
Limpiador desinfectante cocinas,Sanytol,Spray,750 ml,3.25,Dia,Limpieza,3432
Limpiador desinfectante baños,Sanytol,Spray,750 ml,3.25,Dia,Limpieza,3433
Limpiador con bioalcohol aloe vera,Tenn,Botella,1.3 l,3.65,Dia,Limpieza,3434
Limpiador antical,Viakal,Spray,700 ml,4.49,Dia,Limpieza,3435
Limpiador antical,Viakal,Botella,750 ml,4.49,Dia,Limpieza,3436
Limpiador de baño ultra brillo y limpieza,Cillit bang,Spray,750 ml,4.49,Dia,Limpieza,3437
Limpiahogar universal con bioalcohol,Tenn,Botella,1.3 l,3.65,Dia,Limpieza,3438
Limpiador multiusos,Glassex,Spray,750 ml,2.75,Dia,Limpieza,3439
Limpiador multiusos con bioalcohol,Tenn,Spray,750 ml,3.29,Dia,Limpieza,3440
Limpiador quitagrasas cítrico con bioalcohol,Tenn,Spray,750 ml,3.39,Dia,Limpieza,3441
Desatascador baño acción turbo,Sanicentro,Botella,1 l,3.99,Dia,Limpieza,3442
Limpiador multiusos aire polar,Disiclin,Botella,1 l,1.75,Dia,Limpieza,3443
Limpiador multiusos concentrado silver,Disiclin,Botella,900 ml,1.99,Dia,Limpieza,3444
Limpiador multiusos concentrado gold,Disiclin,Botella,900 ml,1.99,Dia,Limpieza,3445
Limpiador desinfectante multiusos manzana,Sanytol,Spray,750 ml,3.25,Dia,Limpieza,3446
Recarga limpiador desinfectante multiusos eucaliptus,Sanytol,Bolsa,750 ml,2.49,Dia,Limpieza,3447
Desatascador de tuberías turbo,WC Net,Botella,1 l,8.99,Dia,Limpieza,3448
Limpiador desinfectante cocina frescor limón,Lysol,Spray,750 ml,2.99,Dia,Limpieza,3449
Limpiador de baño desinfectante sin lejía antical,Lysol,Spray,750 ml,2.99,Dia,Limpieza,3450
Desinfectante multiusos frescor manzana,Lysol,Spray,750 ml,2.99,Dia,Limpieza,3451
Limpiador de superficies universal,Ecocleox,Spray,500 ml,3.99,Dia,Limpieza,3452
Limpiador cocina/baño,Ecocleox,Spray,500 ml,3.99,Dia,Limpieza,3453
Limpiador cocina/baño,Ecocleox,Spray,500 ml,3.99,Dia,Limpieza,3454
Limpiador quitagrasas express,Don Limpio,Spray,720 ml,3.99,Dia,Limpieza,3455
Limpiador baño,Don Limpio,Spray,720 ml,3.89,Dia,Limpieza,3456
Limpiador multi desinfectante,Sanicentro,Botella,2 l,2.49,Dia,Limpieza,3457
Limpiador pino,Ajax,Botella,1.25 l,2.69,Dia,Limpieza,3458
Toallitas desinfectantes,Sanytol,Bolsa,30 unidades,2.29,Dia,Limpieza,3459
Limpiador multiusos,Cillit bang,Spray,1 l,3.89,Dia,Limpieza,3460
Limpiador de baño con bioalcohol,Tenn,Botella,1.3 l,3.65,Dia,Limpieza,3461
Limpiador multiusos,Cristasol,Spray,750 ml,2.59,Dia,Limpieza,3462
Limpiador multiusos básico aroma limón,Don Limpio,Botella,1.3 l,3.99,Dia,Limpieza,3463
salvauñas suciedad resistente Super Paco de  estuche,Dia,Estropajo,3 unidades,0.75,Dia,Limpieza,3464
Fregona de hilo de microfibras especial suelos delicados Super Paco de,Dia,Bolsa,1 unidad,1.5,Dia,Limpieza,3465
Bayeta de microfibra multiusos pequeña Super Paco de,Dia,Bolsa,3 unidades,1.65,Dia,Limpieza,3466
Fregona amarilla suave Super Paco de,Dia,Bolsa,1 unidad,0.88,Dia,Limpieza,3467
antichoque gris y celeste,Sp berner,Escoba,1 unidad,2.25,Dia,Limpieza,3468
suciedad resistente Super Paco de,Dia,Estropajo,3 unidades,0.9,Dia,Limpieza,3469
Bayetas suaves Super Paco de,Dia,Bolsa,6 unidades,0.78,Dia,Limpieza,3470
Estropajo acero inoxidable Super Paco de,Dia,Bolsa,3 unidades,0.75,Dia,Limpieza,3471
antideslizante gris y celeste,Sp berner,Palo,1 unidad,1.69,Dia,Limpieza,3472
Bayeta de microfibra cristales Super Paco de,Dia,Bolsa,1 unidad,0.85,Dia,Limpieza,3473
salvauñas classic,Scotch brite,Estropajo,3 unidades,2.25,Dia,Limpieza,3474
Fregona estampada Super Paco de,Dia,Bolsa,1 unidad,1.4,Dia,Limpieza,3475
Borrador mágico Super Paco de,Dia,Bolsa,3 unidades,1.45,Dia,Limpieza,3476
Bayeta posavajillas Super Paco de,Dia,Bolsa,1 unidad,1.15,Dia,Limpieza,3477
limpieza delicada Super Paco de,Dia,Estropajo,3 unidades,1.2,Dia,Limpieza,3478
Fregona de algodón Super Paco de,Dia,Bolsa,1 unidad,1.1,Dia,Limpieza,3479
antivuelco gris y celeste,Sp berner,Recogedor,1 unidad,2.45,Dia,Limpieza,3480
Esponja salvauñas fibra blanca para baño,Dia,Bolsa,2 unidades,1.0,Dia,Limpieza,3481
Guantes flocados de látex talla L Super Paco de,Dia,Bolsa,2 unidades,0.9,Dia,Limpieza,3482
ovalado gris y celeste,Sp berner,Cubo,1 unidad,5.25,Dia,Limpieza,3483
Recambio,Vileda,Cepillo,1 unidad,7.59,Dia,Limpieza,3484
escurre fácil,Vileda,Cubo,1 unidad,15.49,Dia,Limpieza,3485
universal rojo,Vileda,Palo,1 unidad,4.59,Dia,Limpieza,3486
Fregona en tiras ultraseca,Scotch brite,Bolsa,1 unidad,2.69,Dia,Limpieza,3487
Guantes desechables de látex multiusos talla S/M,Vileda,Caja,10 unidades,4.59,Dia,Limpieza,3488
Bayeta amarilla super absorbente y extra suave,Ballerina,Bolsa,4 unidades,2.49,Dia,Limpieza,3489
Guantes reutilizables triple capa talla M,Spontex,Bolsa,2 unidades,3.19,Dia,Limpieza,3490
salvauñas delicate  pack,Scotch brite,Estropajo,2 unidades,2.09,Dia,Limpieza,3491
Fregona de microfibra,Rozenbal,Bolsa,1 unidad,3.55,Dia,Limpieza,3492
Bayeta ecológica,Rozenbal,Bolsa,1 unidad,1.89,Dia,Limpieza,3493
Bayeta microfibra secavajillas,Rozenbal,Bolsa,2 unidades,2.75,Dia,Limpieza,3494
Guantes de látex desechables talla M,Bayeco,Caja,30 unidades,2.79,Dia,Limpieza,3495
Guantes de látex desechables talla S,Bayeco,Caja,30 unidades,2.79,Dia,Limpieza,3496
Guantes nitrilo desechables talla M,Bayeco,Caja,20 unidades,2.29,Dia,Limpieza,3497
Guantes nitrilo desechables talla S,Bayeco,Caja,20 unidades,2.29,Dia,Limpieza,3498
salvauñas limpieza delicada Super Paco de  estuche,Dia,Estropajo,3 unidades,0.75,Dia,Limpieza,3499
Estropajo de fibra verde Super Paco de,Dia,Bolsa,4 unidades,1.1,Dia,Limpieza,3500
Bayeta de microfibra multiusos doble cara Super Paco de,Dia,Bolsa,1 unidad,1.15,Dia,Limpieza,3501
Bayeta microfibra atrapa polvo Super Paco de,Dia,Bolsa,1 unidad,0.9,Dia,Limpieza,3502
Fregona microfibras super,Vileda,Bolsa,1 unidad,5.59,Dia,Limpieza,3503
Guantes desechables protección antivirus talla S,Spontex,Bolsa,36 unidades,5.19,Dia,Limpieza,3504
Guantes desechables protección antivirus talla M,Spontex,Bolsa,36 unidades,4.99,Dia,Limpieza,3505
vitrocerámica  caja,Scotch brite,Estropajo,1 unidad,2.39,Dia,Limpieza,3506
Recambio plumero,Swiffer,Caja,6 unidades,5.39,Dia,Limpieza,3507
Plumero,Swiffer,Plumero,1 unidad,5.99,Dia,Limpieza,3508
Guantes flocados de látex talla M Super Paco de,Dia,Bolsa,2 unidades,0.9,Dia,Limpieza,3509
Guantes satinados de látex talla S Super Paco de,Dia,Bolsa,2 unidades,0.7,Dia,Limpieza,3510
Guantes satinados de látex talla M Super Paco de,Dia,Bolsa,2 unidades,0.7,Dia,Limpieza,3511
Estropajo no raya fresh,Scotch brite,Bolsa,3 unidades,2.99,Dia,Limpieza,3512
Bayeta microfibra ultra fresh,Vileda,Bolsa,3 unidades,4.39,Dia,Limpieza,3513
Fregona microfibra premium 2 en 1  ,Vileda,Bolsa,1 unidad,4.89,Dia,Limpieza,3514
Estropajo con fibra,Vileda,Bolsa,3 unidades,2.79,Dia,Limpieza,3515
Guantes desechables talla M,Spontex,Bolsa,20 unidades,2.35,Dia,Limpieza,3516
Guantes desechables talla S,Spontex,Bolsa,20 unidades,2.35,Dia,Limpieza,3517
Estropajo universal azul,Scotch brite,Bolsa,3 unidades,2.79,Dia,Limpieza,3518
Guantes de látex natural talla M,Spontex,Caja,50 unidades,6.49,Dia,Limpieza,3519
Estropajo extreme fibra morada,Scotch brite,Bolsa,2 unidades,2.99,Dia,Limpieza,3520
Estropajo metálico,Scotch brite,Bolsa,4 unidades,2.29,Dia,Limpieza,3521
Estropajo gigante classic verde,Scotch brite,Bolsa,3 unidades,2.69,Dia,Limpieza,3522
Estropajo acero inoxidable,Spontex,Bolsa,3 unidades,1.99,Dia,Limpieza,3523
Bayeta multifácil super absorbente,Spontex,Bolsa,3 unidades,2.75,Dia,Limpieza,3524
Bayeta microfibra economic,Spontex,Bolsa,1 unidad,2.79,Dia,Limpieza,3525
Estropajo classic verde,Scotch brite,Bolsa,3 unidades,2.59,Dia,Limpieza,3526
Guantes reutilizables segunda piel talla M,Spontex,Bolsa,2 unidades,4.39,Dia,Limpieza,3527
Bayeta microfibra especial cristales,Cisne,Bolsa,1 unidad,3.45,Dia,Limpieza,3528
Paño especial cristales,Limpiamas,Bolsa,1 unidad,4.19,Dia,Limpieza,3529
Estropajo con esponja super absorbente,Spontex,Bolsa,2 unidades,2.89,Dia,Limpieza,3530
Bayeta microfibra multiusos,Vileda,Bolsa,2 unidades,4.09,Dia,Limpieza,3531
Bayeta microfibra multiusos,Vileda,Bolsa,4 unidades,6.39,Dia,Limpieza,3532
Bayeta suave amarilla máxima absorción,Vileda,Bolsa,3 unidades,2.79,Dia,Limpieza,3533
Fregona supersuave amarilla,Vileda,Bolsa,1 unidad,2.99,Dia,Limpieza,3534
salvauñas duplo,Vileda,Estropajo,3 unidades,2.79,Dia,Limpieza,3535
microfibra,Spontex,Bayeta,5 unidades,6.25,Dia,Limpieza,3536
