producto,marca,formato,cantidad,precio,supermercado
Brócoli,Marca Día,Bolsa,500 g,"1,39 €",Dia
Judía verde,Marca Día,Bolsa,500 g,"1,99 €",Dia
Coliflor unidad aprox.,Marca Día,Sin formato,2 Kg ,"3,98 €",Dia
Repollo liso unidad aprox.,Marca Día,Sin formato,2 Kg ,"2,78 €",Dia
