producto,marca,formato,cantidad,precio,supermercado
Miel de flores,Mielove de Dia,Frasco,1 Kg,"4,70 €",Dia
Miel de flores antigoteo,Mielove de Dia,Frasco,500 g,"3,20 €",Dia
Miel de azahar,Mielove de Dia,Frasco,350 g,"3,19 €",Dia
Miel de romero,Mielove de Dia,Frasco,350 g,"3,49 €",Dia
Miel de eucalipto,Mielove de Dia,Frasco,350 g,"3,19 €",Dia
Miel de flores antigoteo,Granja san fancisco,Bote,350 g,"5,50 €",Dia
Sirope de caña antigoteo,Ramiflor,Frasco,500 g,"3,50 €",Dia
